Station Name,Latitude,Longitude,Location
University Ave & 65th St,41.77694,-87.59842,POINT (-87.59842 41.77694)
Hale Ave & 107th St,41.6992061681,-87.6689189672,POINT (-87.668918967247 41.699206168128)
Damen Ave & Pershing Rd,41.823192,-87.676597,POINT (-87.676597 41.823192)
Franklin St & Illinois St,41.8910233103,-87.6354798675,POINT (-87.635479867458 41.891023310252)
Narragansett Ave & McLean Ave,41.9159,-87.78511,POINT (-87.78511 41.9159)
DuSable Lake Shore Dr & Monroe St,41.880958,-87.616743,POINT (-87.616743 41.880958)
Kedzie Ave & 57th St,41.78983,-87.7031,POINT (-87.7031 41.78983)
Green St & Randolph St*,41.8836016573,-87.6486267149,POINT (-87.648626714945 41.883601657275)
Meade Ave & Addison St,41.94595,-87.77888,POINT (-87.77888 41.94595)
Kostner Ave & Bryn Mawr Ave,41.982765,-87.738094,POINT (-87.738094 41.982765)
Michigan Ave & 108th St,41.69815,-87.62111,POINT (-87.62111 41.69815)
Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,POINT (-87.65478743 41.87772613)
Marshfield Ave & 59th St,41.786833,-87.666215,POINT (-87.666215 41.786833)
May St & Taylor St,41.869375,-87.65544,POINT (-87.65544 41.869375)
Ashland Ave & Division St,41.90301,-87.66877,POINT (-87.66877 41.90301)
Halsted St & 69th St,41.7690617203,-87.6446135779,POINT (-87.6446135779 41.76906172032)
Peterson/Ridge Metra,41.9918,-87.67489,POINT (-87.67489 41.9918)
Steelworkers Park,41.73793,-87.53091,POINT (-87.53091 41.73793)
New St & Illinois St,41.8908470406,-87.6186168194,POINT (-87.618616819382 41.890847040624)
Laramie Ave & Bloomingdale Ave,41.91432,-87.75572,POINT (-87.75572 41.91432)
Major Ave & Addison St,41.94606,-87.76915,POINT (-87.76915 41.94606)
Monticello Ave & Chicago Ave,41.89581,-87.71763,POINT (-87.71763 41.89581)
Long Ave & North Ave,41.9092147,-87.7609189,POINT (-87.7609189 41.9092147)
Higgins Ave & Austin Ave,41.97342,-87.77865,POINT (-87.77865 41.97342)
State St & 127th St,41.66388,-87.622,POINT (-87.622 41.66388)
Elston Ave & Carmen Ave,41.97354,-87.74955,POINT (-87.74955 41.97354)
Loomis St & 89th St,41.7323797533,-87.6580694318,POINT (-87.658069431782 41.732379753296)
Pine Ave & Division St,41.90234,-87.76103,POINT (-87.76103 41.90234)
Austin Ave & Milwaukee Ave,41.98736,-87.77805,POINT (-87.77805 41.98736)
Milwaukee Ave & Rockwell St,41.92033,-87.69309,POINT (-87.69309 41.92033)
Wellington Ave & Mulligan Ave,41.93473,-87.78436,POINT (-87.78436 41.93473)
Karlov Ave & Fillmore St,41.86815,-87.7276,POINT (-87.7276 41.86815)
Archer & Wentworth,41.8546868,-87.6308531,POINT (-87.6308531 41.8546868)
Ashland Ave & 78th St,41.7522048494,-87.6636993885,POINT (-87.663699388504 41.752204849411)
Clark St & Armitage Ave,41.918306,-87.636282,POINT (-87.636282 41.918306)
Greenview Ave & Fullerton Ave,41.92533,-87.6658,POINT (-87.6658 41.92533)
Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,POINT (-87.6219152258 41.8985866514)
Kedzie Ave & Palmer Ct,41.921525,-87.707322,POINT (-87.707322 41.921525)
Broadway & Waveland Ave,41.949074,-87.648636,POINT (-87.648636 41.949074)
Franklin St & Monroe St,41.880317,-87.635185,POINT (-87.635185 41.880317)
Kedzie Ave & 38th Pl,41.8235109,-87.7041017,POINT (-87.7041017 41.8235109)
Damen Ave & Cortland St,41.915983,-87.677335,POINT (-87.677335 41.915983)
Ashland Ave & Grace St,41.950687,-87.6687,POINT (-87.6687 41.950687)
Harlem Ave & Irving Park Rd,41.95326,-87.80714,POINT (-87.80714 41.95326)
Central Park Ave & 66th St,41.773258,-87.713143,POINT (-87.713143 41.773258)
Ellis Ave & 60th St,41.7850971464,-87.6010727606,POINT (-87.6010727606 41.78509714636)
Lamon Ave & 47th St,41.80781,-87.74569,POINT (-87.74569 41.80781)
Fort Dearborn Dr & 31st St*,41.838676329,-87.6088321209,POINT (-87.608832120895 41.838676328971)
Wilton Ave & Diversey Pkwy*,41.932418,-87.652705,POINT (-87.652705 41.932418)
Cottage Grove Ave & 63rd St,41.7805309407,-87.6059702039,POINT (-87.605970203876 41.780530940709)
Western Ave & Walton St,41.8984176894,-87.6865960164,POINT (-87.6865960164 41.89841768945)
Central Ave & Wellington Ave,41.934883,-87.766753,POINT (-87.766753 41.934883)
Halsted St & Willow St,41.913865,-87.648755,POINT (-87.648755 41.913865)
University Library (NU),42.052939,-87.673447,POINT (-87.673447 42.052939)
Michigan Ave & Lake St,41.886022,-87.624398,POINT (-87.624398 41.886022)
Larrabee St & North Ave,41.91021,-87.6435,POINT (-87.6435 41.91021)
Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,POINT (-87.648043 41.954383)
Jeffery Blvd & 71st St,41.766638237,-87.5764501141,POINT (-87.5764501141 41.76663823695)
Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,POINT (-87.622072 41.890573)
Halsted St & 123rd St,41.67096,-87.64154,POINT (-87.64154 41.67096)
Halsted St & 37th St,41.827059,-87.64572,POINT (-87.64572 41.827059)
South Shore Dr & 74th St,41.7621889604,-87.55927465,POINT (-87.55927465 41.76218896038)
LaSalle St & Illinois St,41.890762,-87.631697,POINT (-87.631697 41.890762)
Leavitt St & Addison St,41.946655,-87.683359,POINT (-87.683359 41.946655)
Western Ave & Roscoe St,41.943034,-87.687288,POINT (-87.687288 41.943034)
Sheffield Ave & Fullerton Ave,41.9256163,-87.6536574,POINT (-87.6536574 41.9256163)
Throop St & 52nd St,41.799659,-87.657195,POINT (-87.657195 41.799659)
McCormick Blvd & Devon Ave,41.9972,-87.71105,POINT (-87.71105 41.9972)
Clark St & North Ave,41.911974,-87.631942,POINT (-87.631942 41.911974)
Halsted St & Dickens Ave,41.919936,-87.64883,POINT (-87.64883 41.919936)
Sheffield Ave & Kingsbury St,41.910522,-87.653106,POINT (-87.653106 41.910522)
Michigan Ave & 14th St,41.864059,-87.623727,POINT (-87.623727 41.864059)
Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,POINT (-87.681391 41.912616)
Southport Ave & Wrightwood Ave,41.928773,-87.663913,POINT (-87.663913 41.928773)
McClurg Ct & Ohio St,41.8925921197,-87.6172891259,POINT (-87.617289125919 41.89259211971)
Loomis St & Lexington St,41.8722287322,-87.661363855,POINT (-87.661363855004 41.87222873224)
Central & Elston,41.9855,-87.7682,POINT (-87.7682 41.9855)
May St & Cullerton St,41.855136,-87.654127,POINT (-87.654127 41.855136)
Damen Ave & Chicago Ave,41.8956873705,-87.6771350829,POINT (-87.677135082864 41.895687370534)
Morgan St & Lake St*,41.8854917063,-87.6522892714,POINT (-87.652289271355 41.885491706269)
Major Taylor Trail & 115th St,41.6849315952,-87.6452887058,POINT (-87.645288705826 41.684931595193)
Sedgwick St & Schiller St,41.907626,-87.638566,POINT (-87.638566 41.907626)
Burnham Harbor,41.8574117871,-87.6137915254,POINT (-87.613791525364 41.857411787074)
